ID,Vraag,Antwoord,Taal vraag,Taal antwoord,Methode en hoofdstuk
3908,derelict,vervallen,Engels,Nederlands,Ofcourse3-4v-H3-EN
3909,dismayed,ontsteld / onthutst,Engels,Nederlands,Ofcourse3-4v-H3-EN
3910,to encounter,ondervinden / tegenkomen,Engels,Nederlands,Ofcourse3-4v-H3-EN
3911,heinous,gruwelijk,Engels,Nederlands,Ofcourse3-4v-H3-EN
3912,hostility,vijandelijkheid,Engels,Nederlands,Ofcourse3-4v-H3-EN
3913,imminent,dreigend,Engels,Nederlands,Ofcourse3-4v-H3-EN
3914,inclined,geneigd,Engels,Nederlands,Ofcourse3-4v-H3-EN
3915,inmate,gevangene,Engels,Nederlands,Ofcourse3-4v-H3-EN
3916,to interrogate,ondervragen,Engels,Nederlands,Ofcourse3-4v-H3-EN
3917,to pursue,achtervolgen,Engels,Nederlands,Ofcourse3-4v-H3-EN
3918,to put up with,verdragen,Engels,Nederlands,Ofcourse3-4v-H3-EN
3919,to register,inschrijven,Engels,Nederlands,Ofcourse3-4v-H3-EN
3920,resident,inwoner,Engels,Nederlands,Ofcourse3-4v-H3-EN
3921,sentence,vonnis,Engels,Nederlands,Ofcourse3-4v-H3-EN
3922,sinister,onheilspellend / onguur,Engels,Nederlands,Ofcourse3-4v-H3-EN
3923,solicitor,advocaat,Engels,Nederlands,Ofcourse3-4v-H3-EN
3924,suspect,verdachte,Engels,Nederlands,Ofcourse3-4v-H3-EN
3925,theft,diefstal,Engels,Nederlands,Ofcourse3-4v-H3-EN
3926,unqualified,onbevoegd,Engels,Nederlands,Ofcourse3-4v-H3-EN
3927,to accommodate,plaats hebben voor / onderdak bieden aan,Engels,Nederlands,Ofcourse3-4v-H3-EN
3928,to bank on,rekenen op,Engels,Nederlands,Ofcourse3-4v-H3-EN
3929,bash,feest / fuif,Engels,Nederlands,Ofcourse3-4v-H3-EN
3930,carving,snijwerk,Engels,Nederlands,Ofcourse3-4v-H3-EN
3931,to cater for / to cater to,bedienen / zich richten op,Engels,Nederlands,Ofcourse3-4v-H3-EN
3932,county,gewest (AE) / gewest,Engels,Nederlands,Ofcourse3-4v-H3-EN
3933,custom-made,op maat gemaakt / op bestelling gemaakt,Engels,Nederlands,Ofcourse3-4v-H3-EN
3934,disdainful,minachtend,Engels,Nederlands,Ofcourse3-4v-H3-EN
3935,episode,aflevering,Engels,Nederlands,Ofcourse3-4v-H3-EN
3936,to excel,uitblinken,Engels,Nederlands,Ofcourse3-4v-H3-EN
3937,exile,ballingschap,Engels,Nederlands,Ofcourse3-4v-H3-EN
3938,to feature,de hoofdrol spelen,Engels,Nederlands,Ofcourse3-4v-H3-EN
3939,flattery,gevlei,Engels,Nederlands,Ofcourse3-4v-H3-EN
3940,gathering,bijeenkomst,Engels,Nederlands,Ofcourse3-4v-H3-EN
3941,to haggle,kibbelen / afdingen,Engels,Nederlands,Ofcourse3-4v-H3-EN
3942,to herd,hoeden / samendrijven,Engels,Nederlands,Ofcourse3-4v-H3-EN
3943,lavish,overdadig,Engels,Nederlands,Ofcourse3-4v-H3-EN
3944,modesty,bescheidenheid,Engels,Nederlands,Ofcourse3-4v-H3-EN
3945,mortgage,hypotheek,Engels,Nederlands,Ofcourse3-4v-H3-EN
3946,outrageous,buitensporig,Engels,Nederlands,Ofcourse3-4v-H3-EN
3947,permanently,blijvend / voorgoed,Engels,Nederlands,Ofcourse3-4v-H3-EN
3948,to retail,te koop zijn,Engels,Nederlands,Ofcourse3-4v-H3-EN
3949,soiree,avondfeest,Engels,Nederlands,Ofcourse3-4v-H3-EN
3950,spokesman,woordvoerder,Engels,Nederlands,Ofcourse3-4v-H3-EN
3951,spree,korte periode van flink genieten,Engels,Nederlands,Ofcourse3-4v-H3-EN
3952,sundae,ijscoupe / sorbet,Engels,Nederlands,Ofcourse3-4v-H3-EN
3953,tub,vat,Engels,Nederlands,Ofcourse3-4v-H3-EN
3954,ungrateful,ondankbaar,Engels,Nederlands,Ofcourse3-4v-H3-EN
3955,to wear off,minder worden,Engels,Nederlands,Ofcourse3-4v-H3-EN
3956,whim,gril / bevlieging,Engels,Nederlands,Ofcourse3-4v-H3-EN
3957,to wrap,inpakken,Engels,Nederlands,Ofcourse3-4v-H3-EN
3958,to adapt,zich aanpassen,Engels,Nederlands,Ofcourse3-4v-H3-EN
3959,aspiring,ambitieus,Engels,Nederlands,Ofcourse3-4v-H3-EN
3960,to cease,ophouden,Engels,Nederlands,Ofcourse3-4v-H3-EN
3961,citizenship,burgerschap,Engels,Nederlands,Ofcourse3-4v-H3-EN
3962,constituency,kiesdistrict,Engels,Nederlands,Ofcourse3-4v-H3-EN
3963,deceased,overledene,Engels,Nederlands,Ofcourse3-4v-H3-EN
3964,to enable,in staat stellen,Engels,Nederlands,Ofcourse3-4v-H3-EN
3965,grumpy,knorrig,Engels,Nederlands,Ofcourse3-4v-H3-EN
3966,to maintain,onderhouden,Engels,Nederlands,Ofcourse3-4v-H3-EN
3967,mankind,mensheid,Engels,Nederlands,Ofcourse3-4v-H3-EN
3968,MP / Member of Parliament,parlementslid,Engels,Nederlands,Ofcourse3-4v-H3-EN
3969,passionate,hartstochtelijk,Engels,Nederlands,Ofcourse3-4v-H3-EN
3970,pitfall,valstrik / valkuil,Engels,Nederlands,Ofcourse3-4v-H3-EN
3971,posterity,nageslacht,Engels,Nederlands,Ofcourse3-4v-H3-EN
3972,scam,oplichterij,Engels,Nederlands,Ofcourse3-4v-H3-EN
3973,to spot,zien / ontdekken,Engels,Nederlands,Ofcourse3-4v-H3-EN
3974,temp,uitzendkracht,Engels,Nederlands,Ofcourse3-4v-H3-EN
3975,trade union,vakbond,Engels,Nederlands,Ofcourse3-4v-H3-EN
3976,abbreviation,afkorting,Engels,Nederlands,Ofcourse3-4v-H3-EN
3977,accurate,nauwkeurig,Engels,Nederlands,Ofcourse3-4v-H3-EN
3978,briefing,bijeenkomst voor informatie of instructies / briefing,Engels,Nederlands,Ofcourse3-4v-H3-EN
3979,to enhance,verbeteren / versterken,Engels,Nederlands,Ofcourse3-4v-H3-EN
3980,to ensure,verzekeren,Engels,Nederlands,Ofcourse3-4v-H3-EN
3981,extensive,uitgebreid,Engels,Nederlands,Ofcourse3-4v-H3-EN
3982,gesture,gebaar,Engels,Nederlands,Ofcourse3-4v-H3-EN
3983,harsh,streng,Engels,Nederlands,Ofcourse3-4v-H3-EN
3984,incoherent,onsamenhangend,Engels,Nederlands,Ofcourse3-4v-H3-EN
3985,increasingly,steeds meer,Engels,Nederlands,Ofcourse3-4v-H3-EN
3986,merely,slechts / alleen maar,Engels,Nederlands,Ofcourse3-4v-H3-EN
3987,moderate,matig,Engels,Nederlands,Ofcourse3-4v-H3-EN
3988,numerous,talrijk,Engels,Nederlands,Ofcourse3-4v-H3-EN
3989,outrageous,schandalig,Engels,Nederlands,Ofcourse3-4v-H3-EN
3990,to recruit,werven,Engels,Nederlands,Ofcourse3-4v-H3-EN
3991,regardless of,ongeacht,Engels,Nederlands,Ofcourse3-4v-H3-EN
3992,rumour,gerucht,Engels,Nederlands,Ofcourse3-4v-H3-EN
3993,severe,streng,Engels,Nederlands,Ofcourse3-4v-H3-EN
3994,similar,bijna dezelfde / ongeveer dezelfde,Engels,Nederlands,Ofcourse3-4v-H3-EN
3995,substantial,flink / aanzienlijk,Engels,Nederlands,Ofcourse3-4v-H3-EN
3996,sufficient,voldoende,Engels,Nederlands,Ofcourse3-4v-H3-EN
3997,thorough,grondig,Engels,Nederlands,Ofcourse3-4v-H3-EN
3998,trivial,onbelangrijk,Engels,Nederlands,Ofcourse3-4v-H3-EN
3999,virtually,vrijwel,Engels,Nederlands,Ofcourse3-4v-H3-EN
4000,walks of life,rangen en standen,Engels,Nederlands,Ofcourse3-4v-H3-EN
4001,16 worden,to turn 16,Nederlands,Engels,Ofcourse3-4v-H3-NE
4002,aan boord van,aboard,Nederlands,Engels,Ofcourse3-4v-H3-NE
4003,aanpakken / omgaan met,to handle,Nederlands,Engels,Ofcourse3-4v-H3-NE
4004,begrafenis,funeral,Nederlands,Engels,Ofcourse3-4v-H3-NE
4005,bewoner,resident,Nederlands,Engels,Ofcourse3-4v-H3-NE
4006,bovendien,moreover,Nederlands,Engels,Ofcourse3-4v-H3-NE
4007,collega,colleague,Nederlands,Engels,Ofcourse3-4v-H3-NE
4008,concurreren,to compete,Nederlands,Engels,Ofcourse3-4v-H3-NE
4009,dalen / verminderen,to decrease,Nederlands,Engels,Ofcourse3-4v-H3-NE
4010,geboren,native,Nederlands,Engels,Ofcourse3-4v-H3-NE
4011,gebrekkig,faulty,Nederlands,Engels,Ofcourse3-4v-H3-NE
4012,geweldig,tremendous,Nederlands,Engels,Ofcourse3-4v-H3-NE
4013,gezaghebbend,prestigious,Nederlands,Engels,Ofcourse3-4v-H3-NE
4014,gezinslid,member of the family,Nederlands,Engels,Ofcourse3-4v-H3-NE
4015,juwelen,jewellery,Nederlands,Engels,Ofcourse3-4v-H3-NE
4016,katoen / katoenen,cotton,Nederlands,Engels,Ofcourse3-4v-H3-NE
4017,kennis,acquaintance,Nederlands,Engels,Ofcourse3-4v-H3-NE
4018,kinderjaren,childhood,Nederlands,Engels,Ofcourse3-4v-H3-NE
4019,kwetsbaar,vulnerable,Nederlands,Engels,Ofcourse3-4v-H3-NE
4020,magazijn,warehouse,Nederlands,Engels,Ofcourse3-4v-H3-NE
4021,noodgeval,emergency,Nederlands,Engels,Ofcourse3-4v-H3-NE
4022,onbetaalbaar,priceless,Nederlands,Engels,Ofcourse3-4v-H3-NE
4023,opladen,to charge,Nederlands,Engels,Ofcourse3-4v-H3-NE
4024,opvoeden,to raise,Nederlands,Engels,Ofcourse3-4v-H3-NE
4025,overleving,survival,Nederlands,Engels,Ofcourse3-4v-H3-NE
4026,puber,adolescent,Nederlands,Engels,Ofcourse3-4v-H3-NE
4027,standbeeld,statue,Nederlands,Engels,Ofcourse3-4v-H3-NE
4028,toeval,coincidence,Nederlands,Engels,Ofcourse3-4v-H3-NE
4029,uit elkaar vallen,to fall apart,Nederlands,Engels,Ofcourse3-4v-H3-NE
4030,uitpakken,to unwrap,Nederlands,Engels,Ofcourse3-4v-H3-NE
4031,uitrusting,equipment,Nederlands,Engels,Ofcourse3-4v-H3-NE
4032,van gedachten veranderen,to change one's mind,Nederlands,Engels,Ofcourse3-4v-H3-NE
4033,verkering hebben met,to date,Nederlands,Engels,Ofcourse3-4v-H3-NE
4034,verwijderen,to remove,Nederlands,Engels,Ofcourse3-4v-H3-NE
4035,voetganger,pedestrian,Nederlands,Engels,Ofcourse3-4v-H3-NE
4036,volwassene,adult,Nederlands,Engels,Ofcourse3-4v-H3-NE
4037,voorzieningen,supplies,Nederlands,Engels,Ofcourse3-4v-H3-NE
4038,vroegere,former,Nederlands,Engels,Ofcourse3-4v-H3-NE
4039,zich verzetten tegen,to oppose,Nederlands,Engels,Ofcourse3-4v-H3-NE
4040,aankomen (gewicht) / aankomen,to put on,Nederlands,Engels,Ofcourse3-4v-H3-NE
4041,baksteen,brick,Nederlands,Engels,Ofcourse3-4v-H3-NE
4042,begripvol,understanding,Nederlands,Engels,Ofcourse3-4v-H3-NE
4043,beperken,to limit,Nederlands,Engels,Ofcourse3-4v-H3-NE
4044,bestaan,existence,Nederlands,Engels,Ofcourse3-4v-H3-NE
4045,correct,properly,Nederlands,Engels,Ofcourse3-4v-H3-NE
4046,ergerlijk,annoying,Nederlands,Engels,Ofcourse3-4v-H3-NE
4047,ergernis,annoyance,Nederlands,Engels,Ofcourse3-4v-H3-NE
4048,gebied,territory,Nederlands,Engels,Ofcourse3-4v-H3-NE
4049,gids,guide,Nederlands,Engels,Ofcourse3-4v-H3-NE
4050,grof,rude,Nederlands,Engels,Ofcourse3-4v-H3-NE
4051,in verlegenheid brengen,embarrassed,Nederlands,Engels,Ofcourse3-4v-H3-NE
4052,met in de hoofdrol,starring,Nederlands,Engels,Ofcourse3-4v-H3-NE
4053,meedoen aan,to join in,Nederlands,Engels,Ofcourse3-4v-H3-NE
4054,moeite doen,to make an effort,Nederlands,Engels,Ofcourse3-4v-H3-NE
4055,nauwelijks,barely,Nederlands,Engels,Ofcourse3-4v-H3-NE
4056,nieuwsgierig,curious,Nederlands,Engels,Ofcourse3-4v-H3-NE
4057,ongebruikelijk,unusual,Nederlands,Engels,Ofcourse3-4v-H3-NE
4058,ongelukkig,unfortunate,Nederlands,Engels,Ofcourse3-4v-H3-NE
4059,onnauwkeurig,inaccurate,Nederlands,Engels,Ofcourse3-4v-H3-NE
4060,opdagen,to turn up,Nederlands,Engels,Ofcourse3-4v-H3-NE
4061,plaatselijke bewoner,local,Nederlands,Engels,Ofcourse3-4v-H3-NE
4062,plegen / begaan,to commit,Nederlands,Engels,Ofcourse3-4v-H3-NE
4063,plek,spot,Nederlands,Engels,Ofcourse3-4v-H3-NE
4064,sfeer,atmosphere,Nederlands,Engels,Ofcourse3-4v-H3-NE
4065,slikken,to swallow,Nederlands,Engels,Ofcourse3-4v-H3-NE
4066,soepel,flexible,Nederlands,Engels,Ofcourse3-4v-H3-NE
4067,tenminste,at least,Nederlands,Engels,Ofcourse3-4v-H3-NE
4068,van plan zijn om,to intend,Nederlands,Engels,Ofcourse3-4v-H3-NE
4069,verder / bovendien,furthermore,Nederlands,Engels,Ofcourse3-4v-H3-NE
4070,verdraagzaam,tolerant,Nederlands,Engels,Ofcourse3-4v-H3-NE
4071,verduren,to bear,Nederlands,Engels,Ofcourse3-4v-H3-NE
4072,verlegen,shy,Nederlands,Engels,Ofcourse3-4v-H3-NE
4073,vermijden,to avoid,Nederlands,Engels,Ofcourse3-4v-H3-NE
4074,verspillen,to waste,Nederlands,Engels,Ofcourse3-4v-H3-NE
4075,vol vertrouwen,confident,Nederlands,Engels,Ofcourse3-4v-H3-NE
4076,vooraf / van tevoren,in advance,Nederlands,Engels,Ofcourse3-4v-H3-NE
4077,waarderen,to appreciate,Nederlands,Engels,Ofcourse3-4v-H3-NE
4078,woonwijk,residential area,Nederlands,Engels,Ofcourse3-4v-H3-NE
4079,zintuig,sense,Nederlands,Engels,Ofcourse3-4v-H3-NE
4080,zwaaien naar,to wave at,Nederlands,Engels,Ofcourse3-4v-H3-NE
4081,bang,scared,Nederlands,Engels,Ofcourse3-4v-H3-NE
4082,begeleid,guided,Nederlands,Engels,Ofcourse3-4v-H3-NE
4083,behandelen,to cover,Nederlands,Engels,Ofcourse3-4v-H3-NE
4084,betaalbaar,affordable,Nederlands,Engels,Ofcourse3-4v-H3-NE
4085,beu zijn,to be fed up,Nederlands,Engels,Ofcourse3-4v-H3-NE
4086,bijwonen,to attend,Nederlands,Engels,Ofcourse3-4v-H3-NE
4087,boeiend,fascinating,Nederlands,Engels,Ofcourse3-4v-H3-NE
4088,deelnemer / kandidaat,contestant,Nederlands,Engels,Ofcourse3-4v-H3-NE
4089,de moeite waard,worthwhile,Nederlands,Engels,Ofcourse3-4v-H3-NE
4090,de riem aantrekken,tighten the belt,Nederlands,Engels,Ofcourse3-4v-H3-NE
4091,gastgezin,host family,Nederlands,Engels,Ofcourse3-4v-H3-NE
4092,huidig,current,Nederlands,Engels,Ofcourse3-4v-H3-NE
4093,iets als vanzelfsprekend aannemen,to take things for granted,Nederlands,Engels,Ofcourse3-4v-H3-NE
4094,kelderverdieping,basement,Nederlands,Engels,Ofcourse3-4v-H3-NE
4095,kwestie,matter,Nederlands,Engels,Ofcourse3-4v-H3-NE
4096,laten zien,to display,Nederlands,Engels,Ofcourse3-4v-H3-NE
4097,meedoen aan,to take part in,Nederlands,Engels,Ofcourse3-4v-H3-NE
4098,nieuwste (meest recente) / nieuwste,latest,Nederlands,Engels,Ofcourse3-4v-H3-NE
4099,omroep / zender,broadcaster,Nederlands,Engels,Ofcourse3-4v-H3-NE
4100,oprecht,sincere,Nederlands,Engels,Ofcourse3-4v-H3-NE
4101,optreden,performance,Nederlands,Engels,Ofcourse3-4v-H3-NE
4102,peperkoek,gingerbread,Nederlands,Engels,Ofcourse3-4v-H3-NE
4103,profijt hebben van,to benefit from,Nederlands,Engels,Ofcourse3-4v-H3-NE
4104,regelen,to arrange,Nederlands,Engels,Ofcourse3-4v-H3-NE
4105,rijk,well-to-do,Nederlands,Engels,Ofcourse3-4v-H3-NE
4106,schitterend,gorgeous,Nederlands,Engels,Ofcourse3-4v-H3-NE
4107,smaak,taste,Nederlands,Engels,Ofcourse3-4v-H3-NE
4108,ten goede,for the better,Nederlands,Engels,Ofcourse3-4v-H3-NE
4109,tientallen,dozens,Nederlands,Engels,Ofcourse3-4v-H3-NE
4110,uitzending,broadcast,Nederlands,Engels,Ofcourse3-4v-H3-NE
4111,verbieden,to ban,Nederlands,Engels,Ofcourse3-4v-H3-NE
4112,verontrustend,disturbing,Nederlands,Engels,Ofcourse3-4v-H3-NE
4113,verraden,to betray,Nederlands,Engels,Ofcourse3-4v-H3-NE
4114,verwennen / verpesten,to spoil,Nederlands,Engels,Ofcourse3-4v-H3-NE
4115,vieren,to celebrate,Nederlands,Engels,Ofcourse3-4v-H3-NE
4116,voeden,to fuel,Nederlands,Engels,Ofcourse3-4v-H3-NE
4117,vooroordeel,prejudice,Nederlands,Engels,Ofcourse3-4v-H3-NE
4118,waar het op neerkomt,the bottom line is,Nederlands,Engels,Ofcourse3-4v-H3-NE
4119,wijlen (overleden) / wijlen,late,Nederlands,Engels,Ofcourse3-4v-H3-NE
4120,woestijn,desert,Nederlands,Engels,Ofcourse3-4v-H3-NE
4121,zich vergissen,to be mistaken,Nederlands,Engels,Ofcourse3-4v-H3-NE
4122,alles bij elkaar,all in all,Nederlands,Engels,Ofcourse3-4v-H3-NE
4123,allochtoon,immigrant,Nederlands,Engels,Ofcourse3-4v-H3-NE
4124,asielzoeker,asylum seeker,Nederlands,Engels,Ofcourse3-4v-H3-NE
4125,bv.,e.g.,Nederlands,Engels,Ofcourse3-4v-H3-NE
4126,belangrijke,major,Nederlands,Engels,Ofcourse3-4v-H3-NE
4127,om de beurt,in turn,Nederlands,Engels,Ofcourse3-4v-H3-NE
4128,bij voorkeur,preferably,Nederlands,Engels,Ofcourse3-4v-H3-NE
4129,d.w.z.,i.e.,Nederlands,Engels,Ofcourse3-4v-H3-NE
4130,eerlijk gezegd,frankly,Nederlands,Engels,Ofcourse3-4v-H3-NE
4131,gemeentehuis,Town Hall,Nederlands,Engels,Ofcourse3-4v-H3-NE
4132,gokje nemen,to take a gamble,Nederlands,Engels,Ofcourse3-4v-H3-NE
4133,gratis,free,Nederlands,Engels,Ofcourse3-4v-H3-NE
4134,heersen,to rule,Nederlands,Engels,Ofcourse3-4v-H3-NE
4135,huidig,present,Nederlands,Engels,Ofcourse3-4v-H3-NE
4136,immers,after all,Nederlands,Engels,Ofcourse3-4v-H3-NE
4137,in feite,actually,Nederlands,Engels,Ofcourse3-4v-H3-NE
4138,in goede conditie blijven,to keep in shape,Nederlands,Engels,Ofcourse3-4v-H3-NE
4139,in plaats daarvan,instead,Nederlands,Engels,Ofcourse3-4v-H3-NE
4140,integendeel,on the contrary,Nederlands,Engels,Ofcourse3-4v-H3-NE
4141,intussen,in the meantime,Nederlands,Engels,Ofcourse3-4v-H3-NE
4142,kiezen,to elect,Nederlands,Engels,Ofcourse3-4v-H3-NE
4143,merk,brand,Nederlands,Engels,Ofcourse3-4v-H3-NE
4144,minder belangrijk,minor,Nederlands,Engels,Ofcourse3-4v-H3-NE
4145,minderheid,minority,Nederlands,Engels,Ofcourse3-4v-H3-NE
4146,niettemin,still,Nederlands,Engels,Ofcourse3-4v-H3-NE
4147,onderneming / zaak,enterprise,Nederlands,Engels,Ofcourse3-4v-H3-NE
4148,ongetwijfeld,undoubtedly,Nederlands,Engels,Ofcourse3-4v-H3-NE
4149,politicus,politician,Nederlands,Engels,Ofcourse3-4v-H3-NE
4150,samenleving,society,Nederlands,Engels,Ofcourse3-4v-H3-NE
4151,stemmen,to vote,Nederlands,Engels,Ofcourse3-4v-H3-NE
4152,storen,to bother,Nederlands,Engels,Ofcourse3-4v-H3-NE
4153,toegangsprijs,entrance fee,Nederlands,Engels,Ofcourse3-4v-H3-NE
4154,vertrouwen op,to trust,Nederlands,Engels,Ofcourse3-4v-H3-NE
4155,vooral / bijzonder,particularly,Nederlands,Engels,Ofcourse3-4v-H3-NE
4156,vorderingen maken,to get ahead,Nederlands,Engels,Ofcourse3-4v-H3-NE
4157,wat betreft,with regard to,Nederlands,Engels,Ofcourse3-4v-H3-NE
4158,zelden,rarely,Nederlands,Engels,Ofcourse3-4v-H3-NE
4159,zich veroorloven,to afford,Nederlands,Engels,Ofcourse3-4v-H3-NE
4160,zoeken,to look for,Nederlands,Engels,Ofcourse3-4v-H3-NE
4161,als gevolg daarvan,as a result of that,Nederlands,Engels,Ofcourse3-4v-H3-NE
4162,bedrijfsleven,industry,Nederlands,Engels,Ofcourse3-4v-H3-NE
4163,behouden,to maintain,Nederlands,Engels,Ofcourse3-4v-H3-NE
4164,beroep,occupation,Nederlands,Engels,Ofcourse3-4v-H3-NE
4165,beschikbaar,available,Nederlands,Engels,Ofcourse3-4v-H3-NE
4166,bijdrage,contribution,Nederlands,Engels,Ofcourse3-4v-H3-NE
4167,erop staan dat,to insist on,Nederlands,Engels,Ofcourse3-4v-H3-NE
4168,gemiddeld,average,Nederlands,Engels,Ofcourse3-4v-H3-NE
4169,gids,guide,Nederlands,Engels,Ofcourse3-4v-H3-NE
4170,goede doel,cause,Nederlands,Engels,Ofcourse3-4v-H3-NE
4171,in dat geval,in that case,Nederlands,Engels,Ofcourse3-4v-H3-NE
4172,in de buurt van,near,Nederlands,Engels,Ofcourse3-4v-H3-NE
4173,jeugdherberg,youth hostel,Nederlands,Engels,Ofcourse3-4v-H3-NE
4174,klas,form,Nederlands,Engels,Ofcourse3-4v-H3-NE
4175,óf ... óf,either … or,Nederlands,Engels,Ofcourse3-4v-H3-NE
4176,onderdak,accommodation,Nederlands,Engels,Ofcourse3-4v-H3-NE
4177,ontslaan,to fire,Nederlands,Engels,Ofcourse3-4v-H3-NE
4178,overwegen om,to consider,Nederlands,Engels,Ofcourse3-4v-H3-NE
4179,plukken,to pick,Nederlands,Engels,Ofcourse3-4v-H3-NE
4180,rondleiding,tour,Nederlands,Engels,Ofcourse3-4v-H3-NE
4181,saai,boring,Nederlands,Engels,Ofcourse3-4v-H3-NE
4182,scala / verscheidenheid,range,Nederlands,Engels,Ofcourse3-4v-H3-NE
4183,tentoonstelling,exhibition,Nederlands,Engels,Ofcourse3-4v-H3-NE
4184,trots op,proud of,Nederlands,Engels,Ofcourse3-4v-H3-NE
4185,vaardigheden,skills,Nederlands,Engels,Ofcourse3-4v-H3-NE
4186,verantwoordelijkheid,responsibility,Nederlands,Engels,Ofcourse3-4v-H3-NE
4187,vereisen,to require,Nederlands,Engels,Ofcourse3-4v-H3-NE
4188,verscheidene,various,Nederlands,Engels,Ofcourse3-4v-H3-NE
4189,voldoening,satisfaction,Nederlands,Engels,Ofcourse3-4v-H3-NE
4190,voor de kost doen,to do for a living,Nederlands,Engels,Ofcourse3-4v-H3-NE
4191,vooruitzichten,prospects,Nederlands,Engels,Ofcourse3-4v-H3-NE
4192,vraag en aanbod,supply and demand,Nederlands,Engels,Ofcourse3-4v-H3-NE
4193,vrijwilliger,volunteer,Nederlands,Engels,Ofcourse3-4v-H3-NE
4194,vrijwilligerswerk,voluntary work,Nederlands,Engels,Ofcourse3-4v-H3-NE
4195,zeer groot / belangrijk,major,Nederlands,Engels,Ofcourse3-4v-H3-NE
4196,zich aansluiten bij,to join,Nederlands,Engels,Ofcourse3-4v-H3-NE
4197,zich verheugen op,to look forward to,Nederlands,Engels,Ofcourse3-4v-H3-NE
4198,zich voorstellen,to imagine,Nederlands,Engels,Ofcourse3-4v-H3-NE
4199,additional,extra,Engels,Nederlands,Ofcourse3-4v-H4-EN
4200,bend,bocht,Engels,Nederlands,Ofcourse3-4v-H4-EN
4201,casualty,slachtoffer,Engels,Nederlands,Ofcourse3-4v-H4-EN
4202,to collide,botsen,Engels,Nederlands,Ofcourse3-4v-H4-EN
4203,to come across,toevallig tegenkomen,Engels,Nederlands,Ofcourse3-4v-H4-EN
4204,consistent,consequent,Engels,Nederlands,Ofcourse3-4v-H4-EN
4205,content,tevredenheid,Engels,Nederlands,Ofcourse3-4v-H4-EN
4206,debris,wrakstukken,Engels,Nederlands,Ofcourse3-4v-H4-EN
4207,to deploy,inzetten,Engels,Nederlands,Ofcourse3-4v-H4-EN
4208,to ensure,verzekeren,Engels,Nederlands,Ofcourse3-4v-H4-EN
4209,to explore,verkennen / ontdekken,Engels,Nederlands,Ofcourse3-4v-H4-EN
4210,Let's go for a hike.,Laten we een wandeling gaan maken.,Engels,Nederlands,Ofcourse3-4v-H4-EN
4211,hitchhiker,lifter,Engels,Nederlands,Ofcourse3-4v-H4-EN
4212,humidity,vochtigheid,Engels,Nederlands,Ofcourse3-4v-H4-EN
4213,itinerary,reisroute,Engels,Nederlands,Ofcourse3-4v-H4-EN
4214,junction,kruispunt,Engels,Nederlands,Ofcourse3-4v-H4-EN
4215,neatly,netjes,Engels,Nederlands,Ofcourse3-4v-H4-EN
4216,pace,snelheid,Engels,Nederlands,Ofcourse3-4v-H4-EN
4217,pavement,stoep,Engels,Nederlands,Ofcourse3-4v-H4-EN
4218,rafting,wildwatervaren,Engels,Nederlands,Ofcourse3-4v-H4-EN
4219,supplement,aanvulling,Engels,Nederlands,Ofcourse3-4v-H4-EN
4220,tailback,file,Engels,Nederlands,Ofcourse3-4v-H4-EN
4221,traffic jam,verkeersopstopping,Engels,Nederlands,Ofcourse3-4v-H4-EN
4222,trail,pad,Engels,Nederlands,Ofcourse3-4v-H4-EN
4223,vehicle,voertuig,Engels,Nederlands,Ofcourse3-4v-H4-EN
4224,velocity,snelheid,Engels,Nederlands,Ofcourse3-4v-H4-EN
4225,to air,in het openbaar uiting geven aan,Engels,Nederlands,Ofcourse3-4v-H4-EN
4226,to attribute,toeschrijven aan,Engels,Nederlands,Ofcourse3-4v-H4-EN
4227,to broaden,verbreden,Engels,Nederlands,Ofcourse3-4v-H4-EN
4228,brutal,wreed,Engels,Nederlands,Ofcourse3-4v-H4-EN
4229,sweep under the carpet,iets in de doofpot stoppen,Engels,Nederlands,Ofcourse3-4v-H4-EN
4230,to dash,de bodem inslaan,Engels,Nederlands,Ofcourse3-4v-H4-EN
4231,deprived,achtergesteld / arm,Engels,Nederlands,Ofcourse3-4v-H4-EN
4232,disparity,(oneerlijk) verschil / verschil,Engels,Nederlands,Ofcourse3-4v-H4-EN
4233,diverse,uiteenlopend,Engels,Nederlands,Ofcourse3-4v-H4-EN
4234,ethnicity,het behoren tot een bepaald ras,Engels,Nederlands,Ofcourse3-4v-H4-EN
4235,firmly,vast en zeker,Engels,Nederlands,Ofcourse3-4v-H4-EN
4236,to focus on,de aandacht richten op,Engels,Nederlands,Ofcourse3-4v-H4-EN
4237,to gain,winnen / krijgen,Engels,Nederlands,Ofcourse3-4v-H4-EN
4238,to grapple with,hard proberen een oplossing te vinden voor,Engels,Nederlands,Ofcourse3-4v-H4-EN
4239,guardian,voogd,Engels,Nederlands,Ofcourse3-4v-H4-EN
4240,inaccessible,ontoegankelijk / onbereikbaar,Engels,Nederlands,Ofcourse3-4v-H4-EN
4241,overriding,belangrijkste,Engels,Nederlands,Ofcourse3-4v-H4-EN
4242,to point out to,iemand erop wijzen,Engels,Nederlands,Ofcourse3-4v-H4-EN
4243,predominantly,voornamelijk / overwegend,Engels,Nederlands,Ofcourse3-4v-H4-EN
4244,prominence,het innemen van een belangrijke plaats / bekendheid,Engels,Nederlands,Ofcourse3-4v-H4-EN
